"name","rank_overall","rank_presence","rank_impact","rank_open","rank_excellence"
"Poltekkes Kemenkes Malang","5258","4449","4655","4292","6084"
"Long Beach City College","5258","6007","1587","7356","6084"
"Palm Beach Atlantic University","5260","8288","3718","5355","6084"
"Nizam's Institute of Medical Sciences","5261","11485","12185","7356","3525"
"Jinwen University of Science & Technology","5262","3359","8281","7356","4534"
"Kuban State Technological University / Кубанский государственный технологический университет","5262","4403","7681","7356","4585"
"Claflin University","5262","7756","4329","7168","5341"
"Tavria State Agrotechnological University / Таврійський державний агротехнологічний університет","5265","3588","5772","2863","6084"
"Windesheim University of Professional Education","5265","7756","4229","4661","6084"
"Yibin University / 宜宾学院","5265","6566","13619","7356","3306"
"Universitas Negeri Jakarta","5268","1719","6905","1994","6084"
"Westminster College New Wilmington","5268","3675","1727","7356","6084"
"Skyline College","5268","6135","1607","7356","6084"
"Samara State Technical University / Самарский государственный технический университет","5268","2778","5411","3519","6084"
"Belarusian State Pedagogical University M Tank / Белорусский государственный педагогический университет М Танка","5272","901","6511","2701","6084"
"Goshen College","5272","2890","1783","7356","6084"
"NEOMA Business School (Rouen Business School)","5274","6275","5447","2991","6084"
"Lewis & Clark State College","5276","6337","3001","7356","5624"
"Nagaoka National College of Technology / 長岡工業高等専門学校","5276","7124","10673","7356","3979"
"New York Film Academy Acting & Film School","5278","5689","1637","7356","6084"
"Indian Institute of Information Technology and Management Kerala","5278","11326","3764","5177","6084"
"Università degli Studi Niccolò Cusano (Università delle Scienze Umane)","5278","5226","5527","2997","6084"
"Montana State University Billings","5281","5665","3112","6345","6084"
"Trinity International University","5282","6311","3192","6225","6084"
"Kobe Design University / 神戸芸術工科大学","5282","4881","6685","7356","4768"
"Imperial Valley College","5284","4924","1687","7356","6084"
"Universidade da Região de Joinville UNIVILLE","5284","6431","9664","7356","4215"
"University of Natural Sciences and the Humanities in Siedlce / Uniwersytet Przyrodniczo-Humanistyczny w Siedlcach","5284","3083","6089","2675","6084"
"Linyi University (Linyi Normal University) / 临沂大学 / 临沂师范学院","5284","5622","3394","6041","6084"
"Southern Adventist University","5288","5163","1674","7356","6084"
"Brighton and Sussex Medical School","5288","8528","6687","1440","6084"
"Nippon Institute of Technology / 日本工業大学","5290","5063","6080","7356","4882"
"Islamic Azad University Shahre Quods","5290","8608","18946","4994","3282"
"Universitas YARSI","5290","6848","5017","3673","6084"
"Borys Grinchenko Kyiv University / Київський Університет Бориса Грінченка","5290","1284","6986","2143","6084"
"Tomsk State University of Architecture and Building / Томский Государственный Архитектурно-Строительный Университет","5290","4834","8570","7356","4454"
"Community College of Philadelphia","5295","7631","1601","7356","6084"
"Concordia University Chicago","5295","13772","3487","5481","6084"
"Cypress College","5295","5331","1677","7356","6084"
"Palmer College of Chiropractic","5295","8116","2956","7356","5624"
"Rajamangala University of Technology Isan","5295","1383","5525","3804","6084"
"Polk State College","5300","6678","1632","7356","6084"
"Universitas Islam Indonesia","5300","876","2072","7356","6084"
"Georgia Tech Lorraine","5302","15531","12656","7356","3382"
"Cambridge College","5303","7054","1627","7356","6084"
"Eastern University of Sri Lanka","5303","1749","12440","4068","4882"
"Centro de Enseñanza Técnica y Superior CETYS","5305","2433","5924","5730","5624"
"ranking","","","","",""
"Macomb Community College","5305","5898","1671","7356","6084"
"Universitas Semarang","5305","5390","4967","3960","6084"
"Zeppelin Universität","5308","9278","4981","3596","6084"
"Maryland Institute College of Art","5308","3938","1779","7356","6084"
"Parkland College","5308","5226","1708","7356","6084"
"Bukovinian State Medical University / Буковинський державний медичний університет","5308","3735","5013","7356","5178"
"Falmouth University (Dartington College of Arts)","5308","6500","3218","6253","6084"
"Flagler College","5308","5981","2636","6795","6084"
"Southwest Minnesota State University","5314","9066","1586","7356","6084"
"Universidad Católica de Santa María","5314","10112","6730","5709","5341"
"Grove City College","5316","4085","1777","7356","6084"
"International Space University","5316","6477","4352","7240","5341"
"Islamic University of Al Madinah","5318","5809","5365","3369","6084"
"Nothern Alberta Institute of Technology","5318","7008","3043","6410","6084"
"Mount St Mary's University Emmitsburg","5320","10520","3829","5285","6084"
"Fullerton College","5320","4339","1772","7356","6084"
"Saint Petersburg State University of Telecommunication / Санкт Петербургский государственный университет телекоммуникаций проф М А Бонч-Бруевича","5320","2881","5145","7356","5178"
"Silliman University","5323","8818","7374","6670","5022"
"University of Niigata Prefecture / 新潟県立大学","5323","11127","11951","5451","4534"
"Universidad Metropolitana Caracas","5325","4093","6404","6353","5341"
"Mahachulalongkornrajavidyalaya University","5325","1242","2068","7356","6084"
"Bluffton University","5325","7389","1653","7356","6084"
"Universitas Bina Darma","5328","5320","5066","3934","6084"
"Singapore Institute of Technology","5328","9760","5979","2211","6084"
"University of Wisconsin Superior","5328","5705","1724","7356","6084"
"Korea Polytechnic University / 한국산업기술대학교","5328","3905","21427","3840","3166"
"Universitas Palangka Raya","5332","12287","7310","3621","5624"
"Marian University Indianapolis","5332","8476","3564","5836","6084"
"Nanjing University of Chinese Medicine / 南京中医药大学","5332","2817","4071","5665","6084"
"Ostbayerische Technische Hochschule Regensburg","5335","2233","4577","5107","6084"
"Institut Pemerintahan Dalam Negeri IPDN","5335","7194","4431","4663","6084"
"Chitkara University","5335","3312","6277","2630","6084"
"University of Mary Hardin Baylor","5335","3878","3573","6150","6084"
"Unity College","5335","10804","1578","7356","6084"
"Universitas Dehasen Bengkulu","5340","9356","3962","5237","6084"
"Batumi Shota Rustaveli State University","5340","4714","11283","4097","5022"
"Maharishi University of Management","5340","8608","2643","6754","6084"
"Pädagogische Hochschule Freiburg","5340","5577","4140","5264","6084"
"Pontificia Università della Santa Croce","5340","4940","7229","6516","5178"
"Metropolitan Community College Nebraska","5345","6610","1707","7356","6084"
"Minnesota State Colleges and Universities","5345","3650","1865","7356","6084"
"Bogomoletz National Medical University / Національний медичний університет О О Богомольця","5345","5012","10299","7356","4164"
"Collin College","5345","3850","2083","7240","6084"
"Architectural Association School of Architecture","5349","3631","1881","7356","6084"
"Digital Marketing Institute","5349","14080","1505","7356","6084"
"Pedagogical University of Moscow City / Московский Городской Педагогический Университет","5349","3148","5085","4295","6084"
"Ventura College","5349","8543","1651","7356","6084"
"Sakon Nakhon Rajabhat University","5349","3276","3070","6690","6084"
"Thai Nguyen University / Đại học Thái Nguyên Thai Nguyen","5354","2121","2833","6954","6084"
"Catholic University of Health and Allied Sciences (Weill Bugando University College)","5354","23043","15775","4341","3886"
"Le Cordon Bleu","5354","6007","1751","7356","6084"
"Glendale Community College California","5354","3921","1862","7356","6084"
"Universidade Católica de Santos UNISANTOS","5354","6405","8788","4342","5341"
"Alvernia University","5359","6275","1741","7356","6084"
"Misericordia University","5359","4372","2215","7168","6084"
"Royal College of Nursing","5359","4640","1818","7356","6084"
"Southeastern Oklahoma State University","5359","8237","3965","5355","6084"
"Universidade Católica de Salvador UCSal","5359","3712","9455","5896","5022"
"Institución Universitaria de Envigado","5359","4183","3550","6191","6084"
"Henderson State University","5365","7389","3307","6225","6084"
"Pima Community College","5365","6149","1756","7356","6084"
"Universität Vechta Niedersachen / University of Vechta","5365","5211","4187","5306","6084"
"Gavilan College","5368","5640","1778","7356","6084"
"Del Mar College","5368","11734","1583","7356","6084"
"John A Logan College","5370","9691","1640","7356","6084"
"World Maritime University","5370","3473","5276","4012","6084"
"Prince George's Community College","5370","6887","1735","7356","6084"
"Principia College","5370","14978","2812","7356","5624"
"University of Malawi College of Medicine Liverpool Wellcome Trust","5374","752","5918","3886","6084"
"Saddleback College","5374","4674","1840","7356","6084"
"University of Medicine, Pharmacy, Sciences and Technology George Emil
 Palade of Tîrgu Mureș","5374","6275","8304","3231","5624"
"(3) University of North Carolina School of the Arts","5374","8160","1693","7356","6084"
"University Constantin Brancusi of Targu-Jiu","5378","5622","5207","3845","6084"
"Escuela Colombiana de Carreras Industriales","5379","6887","10872","3473","5178"
"Langara College","5379","6700","4186","7356","5341"
"Green River Community College","5381","8961","1681","7356","6084"
"Hanzhong Vocational & Technical College / 汉中职业技术学院","5381","12552","1584","7356","6084"
"Central Piedmont Community College","5383","5343","1819","7356","6084"
"Universidad Maimónides","5383","6454","8369","7356","4534"
"Shoreline Community College","5383","6135","1789","7356","6084"
"Hochschule Aalen","5386","4515","4803","4581","6084"
"National University of Food Technologies Kyiv / Національний Університет Харчових Технологій","5386","2638","6822","2352","6084"
"Salus University (Pennsylvania College of Optometry)","5388","8589","2404","7002","6084"
